,Price,Close,Open,Trend,MA_5,FVG,LiquidityGrabHigh,LiquidityGrabLow,Target,Label
63,2025-04-10 14:45:00+00:00,1.1185681819915771,1.1140819787979126,1,1.1146072149276733,0,1,1,1.1161960363388062,1.0
64,2025-04-10 15:00:00+00:00,1.1161960363388062,1.117817997932434,1,1.1152284383773803,-1,0,1,1.118943691253662,1.0
65,2025-04-10 15:15:00+00:00,1.118943691253662,1.1169440746307373,1,1.1163496017456054,0,1,1,1.1218308210372925,1.0
66,2025-04-10 15:30:00+00:00,1.1218308210372925,1.11906898021698,1,1.117973804473877,-1,1,0,1.119444727897644,0.0
67,2025-04-10 15:45:00+00:00,1.119444727897644,1.1218308210372925,1,1.1189966917037963,-1,0,1,1.1188185214996338,1.0
68,2025-04-10 16:00:00+00:00,1.1188185214996338,1.11906898021698,-1,1.1190467596054077,0,0,1,1.1196954250335691,1.0
69,2025-04-10 16:15:00+00:00,1.1196954250335691,1.119194269180298,-1,1.11974663734436,0,0,1,1.1198208332061768,1.0
70,2025-04-10 16:30:00+00:00,1.1198208332061768,1.1199462413787842,-1,1.1199220657348632,0,0,1,1.1201971769332886,1.0
71,2025-04-10 16:45:00+00:00,1.1201971769332886,1.1193194389343262,1,1.1195953369140625,0,0,1,1.119194269180298,1.0
72,2025-04-10 17:00:00+00:00,1.119194269180298,1.119444727897644,-1,1.1195452451705932,0,0,1,1.1179429292678833,1.0
73,2025-04-10 17:15:00+00:00,1.1179429292678833,1.11906898021698,-1,1.119370126724243,0,0,1,1.1212018728256226,1.0
74,2025-04-10 17:30:00+00:00,1.1212018728256226,1.11831796169281,1,1.1196714162826538,0,1,1,1.1213276386260986,0.0
75,2025-04-10 17:45:00+00:00,1.1213276386260986,1.1212018728256226,1,1.1199727773666381,-1,1,1,1.121956706047058,0.0
76,2025-04-10 18:00:00+00:00,1.121956706047058,1.1215791702270508,1,1.120324683189392,0,1,1,1.123974323272705,0.0
77,2025-04-10 18:15:00+00:00,1.123974323272705,1.1223344802856443,1,1.1212806940078734,-1,1,0,1.1241008043289185,0.0
78,2025-04-10 18:30:00+00:00,1.1241008043289185,1.124353528022766,1,1.1225122690200806,-1,1,1,1.121956706047058,0.0
79,2025-04-10 18:45:00+00:00,1.121956706047058,1.123721718788147,-1,1.1226632356643678,0,0,1,1.1184431314468384,0.0
80,2025-04-10 19:00:00+00:00,1.1184431314468384,1.1217050552368164,-1,1.1220863342285157,1,0,1,1.1163206100463867,1.0
81,2025-04-10 19:15:00+00:00,1.1163206100463867,1.1188185214996338,-1,1.1209591150283813,1,0,1,1.1179429292678833,1.0
82,2025-04-10 19:30:00+00:00,1.1179429292678833,1.1166945695877075,-1,1.119752836227417,1,0,1,1.120824933052063,1.0
83,2025-04-10 19:45:00+00:00,1.120824933052063,1.1181930303573608,1,1.1190976619720459,0,0,1,1.1199462413787842,1.0
84,2025-04-10 20:00:00+00:00,1.1199462413787842,1.1205737590789795,1,1.118695569038391,-1,0,1,1.1188185214996338,1.0
85,2025-04-10 20:15:00+00:00,1.1188185214996338,1.1198208332061768,1,1.1187706470489502,0,0,1,1.118943691253662,1.0
86,2025-04-10 20:30:00+00:00,1.118943691253662,1.118943691253662,-1,1.1192952632904052,1,0,1,1.1205737590789795,1.0
87,2025-04-10 20:45:00+00:00,1.1205737590789795,1.11906898021698,1,1.1198214292526245,0,0,1,1.1203227043151855,1.0
88,2025-04-10 21:00:00+00:00,1.1203227043151855,1.120824933052063,1,1.119720983505249,-1,0,1,1.1199462413787842,1.0
89,2025-04-10 21:15:00+00:00,1.1199462413787842,1.1205737590789795,1,1.119720983505249,0,0,1,1.1198208332061768,1.0
90,2025-04-10 21:30:00+00:00,1.1198208332061768,1.1196954250335691,-1,1.1199214458465576,0,0,1,1.1204482316970823,1.0
91,2025-04-10 21:45:00+00:00,1.1204482316970823,1.1199462413787842,1,1.1202223539352416,0,0,1,1.121956706047058,1.0
92,2025-04-10 22:00:00+00:00,1.121956706047058,1.1204482316970823,1,1.1204989433288575,-1,1,1,1.1213276386260986,1.0
93,2025-04-10 22:15:00+00:00,1.1213276386260986,1.1220825910568235,1,1.12069993019104,-1,1,1,1.1220825910568235,1.0
94,2025-04-10 22:30:00+00:00,1.1220825910568235,1.1213276386260986,1,1.121127200126648,0,0,1,1.12296462059021,1.0
95,2025-04-10 22:45:00+00:00,1.12296462059021,1.1220825910568235,1,1.1217559576034546,0,1,1,1.1223344802856443,1.0
96,2025-04-10 23:00:00+00:00,1.1223344802856443,1.1241008043289185,1,1.122133207321167,0,1,1,1.123090744018555,1.0
97,2025-04-10 23:15:00+00:00,1.123090744018555,1.1222084760665894,1,1.1223600149154662,0,0,1,1.1228384971618652,1.0
98,2025-04-10 23:30:00+00:00,1.1228384971618652,1.12271249294281,1,1.1226621866226196,0,1,1,1.1263798475265503,1.0
99,2025-04-10 23:45:00+00:00,1.1263798475265503,1.123090744018555,1,1.123521637916565,0,1,1,1.1261261701583862,1.0
100,2025-04-11 00:00:00+00:00,1.1261261701583862,1.1265066862106323,1,1.1241539478302003,-1,1,1,1.1279042959213257,1.0
101,2025-04-11 00:15:00+00:00,1.1279042959213257,1.1261261701583862,1,1.1252679109573365,0,1,1,1.1332728862762451,1.0
102,2025-04-11 00:30:00+00:00,1.1332728862762451,1.1279042959213257,1,1.1273043394088744,-1,1,1,1.1312217712402344,0.0
103,2025-04-11 00:45:00+00:00,1.1312217712402344,1.132502794265747,1,1.1289809942245483,-1,0,1,1.1290504932403564,1.0
104,2025-04-11 01:00:00+00:00,1.1290504932403564,1.1295605897903442,-1,1.1295151233673095,0,0,1,1.131733775138855,1.0
105,2025-04-11 01:15:00+00:00,1.131733775138855,1.128413438796997,1,1.1306366443634033,0,0,1,1.1305822134017944,0.0
106,2025-04-11 01:30:00+00:00,1.1305822134017944,1.1309658288955688,-1,1.1311722278594971,0,0,1,1.1309658288955688,1.0
107,2025-04-11 01:45:00+00:00,1.1309658288955688,1.1303266286849976,1,1.130710816383362,0,0,1,1.132502794265747,0.0
108,2025-04-11 02:00:00+00:00,1.132502794265747,1.1312217712402344,1,1.1309670209884644,0,0,1,1.1314777135849,0.0
109,2025-04-11 02:15:00+00:00,1.1314777135849,1.132502794265747,1,1.131452465057373,-1,0,1,1.130454421043396,0.0
110,2025-04-11 02:30:00+00:00,1.130454421043396,1.1313496828079224,-1,1.1311965942382813,0,0,1,1.130454421043396,1.0
111,2025-04-11 02:45:00+00:00,1.130454421043396,1.130454421043396,-1,1.1311710357666016,1,0,1,1.131733775138855,1.0
112,2025-04-11 03:00:00+00:00,1.131733775138855,1.1307101249694824,1,1.1313246250152589,0,0,1,1.1334012746810913,1.0
113,2025-04-11 03:15:00+00:00,1.1334012746810913,1.13237464427948,1,1.1315043210983275,-1,1,1,1.1352026462554932,0.0
114,2025-04-11 03:30:00+00:00,1.1352026462554932,1.1332728862762451,1,1.1322493076324462,-1,1,1,1.134429931640625,0.0
115,2025-04-11 03:45:00+00:00,1.134429931640625,1.1345586776733398,1,1.1330444097518921,-1,1,1,1.1328877210617063,0.0
116,2025-04-11 04:00:00+00:00,1.1328877210617063,1.1340440511703491,-1,1.1335310697555543,0,0,1,1.131861925125122,1.0
117,2025-04-11 04:15:00+00:00,1.131861925125122,1.1328877210617063,-1,1.1335566997528077,1,0,1,1.1321182250976562,1.0
118,2025-04-11 04:30:00+00:00,1.1321182250976562,1.131861925125122,-1,1.1333000898361205,1,0,1,1.1326310634613037,1.0
119,2025-04-11 04:45:00+00:00,1.1326310634613037,1.131861925125122,-1,1.1327857732772828,0,0,1,1.1308379173278809,1.0
120,2025-04-11 05:00:00+00:00,1.1308379173278809,1.1322463750839231,-1,1.132067370414734,0,0,1,1.1303266286849976,1.0
121,2025-04-11 05:15:00+00:00,1.1303266286849976,1.1309658288955688,-1,1.131555151939392,1,0,1,1.127650022506714,1.0
122,2025-04-11 05:30:00+00:00,1.127650022506714,1.1303266286849976,-1,1.1307127714157104,0,0,1,1.128668189048767,1.0
123,2025-04-11 05:45:00+00:00,1.128668189048767,1.1277772188186646,-1,1.1300227642059326,1,0,1,1.126633644104004,1.0
124,2025-04-11 06:00:00+00:00,1.126633644104004,1.1285407543182373,-1,1.1288232803344727,0,0,1,1.1261261701583862,1.0
125,2025-04-11 06:15:00+00:00,1.1261261701583862,1.1261261701583862,-1,1.1278809309005737,1,0,1,1.1267606019973757,1.0
126,2025-04-11 06:30:00+00:00,1.1267606019973757,1.1265066862106323,-1,1.1271677255630492,0,0,1,1.128668189048767,1.0
127,2025-04-11 06:45:00+00:00,1.128668189048767,1.1265066862106323,1,1.12737135887146,0,0,1,1.1337867975234983,1.0
128,2025-04-11 07:00:00+00:00,1.1337867975234983,1.1290504932403564,1,1.1283950805664062,-1,1,0,1.1350737810134888,1.0
129,2025-04-11 07:15:00+00:00,1.1350737810134888,1.133529782295227,1,1.1300831079483031,-1,1,1,1.1348161697387695,1.0
130,2025-04-11 07:30:00+00:00,1.1348161697387695,1.1343011856079102,1,1.1318211078643798,0,1,1,1.1368803977966309,1.0
131,2025-04-11 07:45:00+00:00,1.1368803977966309,1.1348161697387695,1,1.133845067024231,0,1,1,1.1373976469039917,1.0
132,2025-04-11 08:00:00+00:00,1.1373976469039917,1.1363636255264282,1,1.135590958595276,0,1,1,1.138952136039734,1.0
133,2025-04-11 08:15:00+00:00,1.138952136039734,1.1376564502716064,1,1.136624026298523,-1,0,1,1.142987847328186,0.0
134,2025-04-11 08:30:00+00:00,1.142987847328186,1.1384334564208984,1,1.1382068395614624,0,1,1,1.1432491540908811,0.0
135,2025-04-11 08:45:00+00:00,1.1432491540908811,1.1435105800628662,1,1.1398934364318847,-1,1,1,1.140380859375,0.0
136,2025-04-11 09:00:00+00:00,1.140380859375,1.1420739889144895,-1,1.1405935287475586,0,0,1,1.1402509212493896,0.0
137,2025-04-11 09:15:00+00:00,1.1402509212493896,1.1405109167099,-1,1.1411641836166382,1,0,1,1.141422152519226,0.0
138,2025-04-11 09:30:00+00:00,1.141422152519226,1.1396011114120483,-1,1.1416581869125366,0,0,1,1.138952136039734,0.0
139,2025-04-11 09:45:00+00:00,1.138952136039734,1.141291856765747,-1,1.140851044654846,0,0,1,1.1373976469039917,0.0
140,2025-04-11 10:00:00+00:00,1.1373976469039917,1.1367511749267578,-1,1.1396807432174683,1,0,1,1.1362345218658447,0.0
141,2025-04-11 10:15:00+00:00,1.1362345218658447,1.1373976469039917,-1,1.1388514757156372,1,0,1,1.133529782295227,0.0
142,2025-04-11 10:30:00+00:00,1.133529782295227,1.1362345218658447,-1,1.1375072479248047,0,0,1,1.1343011856079102,1.0
143,2025-04-11 10:45:00+00:00,1.1343011856079102,1.1343011856079102,-1,1.1360830545425415,1,0,1,1.1352026462554932,1.0
144,2025-04-11 11:00:00+00:00,1.1352026462554932,1.1341726779937744,-1,1.1353331565856934,0,0,1,1.1364928483963013,1.0
145,2025-04-11 11:15:00+00:00,1.1364928483963013,1.1350737810134888,1,1.1351521968841554,0,0,1,1.1340440511703491,0.0
146,2025-04-11 11:30:00+00:00,1.1340440511703491,1.1361054182052612,-1,1.1347141027450562,0,0,1,1.1328877210617063,1.0
147,2025-04-11 11:45:00+00:00,1.1328877210617063,1.1336582899093628,-1,1.134585690498352,0,0,1,1.135589361190796,1.0
148,2025-04-11 12:00:00+00:00,1.135589361190796,1.133529782295227,1,1.1348433256149293,0,0,1,1.1353315114974976,0.0
149,2025-04-11 12:15:00+00:00,1.1353315114974976,1.1364928483963013,1,1.13486909866333,0,0,1,1.1359764337539673,0.0
150,2025-04-11 12:30:00+00:00,1.1359764337539673,1.135589361190796,1,1.1347658157348632,0,0,1,1.1398608684539795,0.0
151,2025-04-11 12:45:00+00:00,1.1398608684539795,1.1361054182052612,1,1.1359291791915893,0,1,1,1.1407711505889893,0.0
152,2025-04-11 13:00:00+00:00,1.1407711505889893,1.1401208639144895,1,1.137505865097046,-1,1,1,1.1401208639144895,0.0
153,2025-04-11 13:15:00+00:00,1.1401208639144895,1.1405109167099,1,1.1384121656417847,0,1,1,1.138044834136963,0.0
154,2025-04-11 13:30:00+00:00,1.138044834136963,1.1398608684539795,-1,1.1389548301696777,0,0,1,1.1364928483963013,0.0
155,2025-04-11 13:45:00+00:00,1.1364928483963013,1.1381744146347046,-1,1.1390581130981445,1,0,1,1.1383039951324463,0.0
156,2025-04-11 14:00:00+00:00,1.1383039951324463,1.135589361190796,-1,1.138746738433838,0,0,1,1.1377859115600586,0.0
157,2025-04-11 14:15:00+00:00,1.1377859115600586,1.1379153728485107,-1,1.1381496906280517,0,0,1,1.1354604959487915,0.0
158,2025-04-11 14:30:00+00:00,1.1354604959487915,1.1375269889831543,-1,1.1372176170349122,0,0,1,1.1345586776733398,0.0
159,2025-04-11 14:45:00+00:00,1.1345586776733398,1.1359764337539673,-1,1.1365203857421875,1,0,1,1.133529782295227,0.0
160,2025-04-11 15:00:00+00:00,1.133529782295227,1.134687423706055,-1,1.1359277725219727,1,0,1,1.1334012746810913,0.0
161,2025-04-11 15:15:00+00:00,1.1334012746810913,1.1330161094665527,-1,1.1349472284317017,0,0,1,1.1340440511703491,0.0
162,2025-04-11 15:30:00+00:00,1.1340440511703491,1.1336582899093628,-1,1.1341988563537597,0,0,1,1.1330161094665527,0.0
163,2025-04-11 15:45:00+00:00,1.1330161094665527,1.1340440511703491,-1,1.133709979057312,0,0,1,1.131861925125122,0.0
164,2025-04-11 16:00:00+00:00,1.131861925125122,1.13275945186615,-1,1.1331706285476684,1,0,1,1.1291780471801758,1.0
165,2025-04-11 16:15:00+00:00,1.1291780471801758,1.131733775138855,-1,1.1323002815246581,1,0,1,1.1296881437301636,1.0
166,2025-04-11 16:30:00+00:00,1.1296881437301636,1.129433035850525,-1,1.1315576553344726,1,0,1,1.1308379173278809,1.0
167,2025-04-11 16:45:00+00:00,1.1308379173278809,1.1300712823867798,-1,1.130916428565979,0,0,1,1.1314777135849,1.0
168,2025-04-11 17:00:00+00:00,1.1314777135849,1.1307101249694824,1,1.1306087493896484,-1,0,1,1.1316057443618774,1.0
169,2025-04-11 17:15:00+00:00,1.1316057443618774,1.131733775138855,1,1.1305575132369996,-1,0,1,1.131733775138855,1.0
170,2025-04-11 17:30:00+00:00,1.131733775138855,1.1312217712402344,1,1.1310686588287353,0,1,1,1.1290504932403564,1.0
171,2025-04-11 17:45:00+00:00,1.1290504932403564,1.1321182250976562,-1,1.130941128730774,0,0,1,1.1300712823867798,1.0
172,2025-04-11 18:00:00+00:00,1.1300712823867798,1.1293054819107056,-1,1.1307878017425537,1,0,1,1.131733775138855,1.0
173,2025-04-11 18:15:00+00:00,1.131733775138855,1.1299434900283811,1,1.1308390140533446,0,0,1,1.1309658288955688,1.0
174,2025-04-11 18:30:00+00:00,1.1309658288955688,1.131733775138855,1,1.130711030960083,0,0,1,1.1314777135849,1.0
175,2025-04-11 18:45:00+00:00,1.1314777135849,1.1310937404632568,1,1.130659818649292,0,0,1,1.13237464427948,1.0
176,2025-04-11 19:00:00+00:00,1.13237464427948,1.1313496828079224,1,1.1313246488571167,0,1,1,1.133529782295227,1.0
177,2025-04-11 19:15:00+00:00,1.133529782295227,1.1321182250976562,1,1.1320163488388062,-1,1,1,1.1339154243469238,1.0
178,2025-04-11 19:30:00+00:00,1.1339154243469238,1.1337867975234983,1,1.1324526786804199,-1,1,1,1.1345586776733398,1.0
179,2025-04-11 19:45:00+00:00,1.1345586776733398,1.1336582899093628,1,1.1331712484359742,0,1,1,1.1350737810134888,1.0
180,2025-04-11 20:00:00+00:00,1.1350737810134888,1.1341726779937744,1,1.1338904619216919,0,1,1,1.1352026462554932,1.0
181,2025-04-11 20:15:00+00:00,1.1352026462554932,1.1352026462554932,1,1.1344560623168944,-1,1,1,1.1352026462554932,1.0
182,2025-04-11 20:30:00+00:00,1.1352026462554932,1.135589361190796,1,1.1347906351089478,0,1,1,1.1362345218658447,1.0
183,2025-04-11 20:45:00+00:00,1.1362345218658447,1.135589361190796,1,1.135254454612732,0,1,1,1.1363636255264282,1.0
184,2025-04-11 21:00:00+00:00,1.1363636255264282,1.1363636255264282,1,1.1356154441833497,-1,1,0,1.1363636255264282,1.0
185,2025-04-11 21:15:00+00:00,1.1363636255264282,1.1363636255264282,1,1.1358734130859376,-1,0,0,1.1336582899093628,1.0
186,2025-04-13 23:00:00+00:00,1.1336582899093628,1.1341726779937744,-1,1.1355645418167115,1,0,1,1.1330161094665527,1.0
187,2025-04-13 23:15:00+00:00,1.1330161094665527,1.1339154243469238,-1,1.1351272344589234,1,0,1,1.1341726779937744,1.0
188,2025-04-13 23:30:00+00:00,1.1341726779937744,1.1334012746810913,-1,1.1347148656845092,0,0,1,1.134687423706055,1.0
189,2025-04-13 23:45:00+00:00,1.134687423706055,1.134429931640625,1,1.1343796253204346,-1,0,1,1.1368803977966309,1.0
190,2025-04-14 00:00:00+00:00,1.1368803977966309,1.134687423706055,1,1.134482979774475,-1,1,1,1.1359764337539673,1.0
191,2025-04-14 00:15:00+00:00,1.1359764337539673,1.1367511749267578,1,1.134946608543396,-1,0,1,1.1363636255264282,1.0
192,2025-04-14 00:30:00+00:00,1.1363636255264282,1.1362345218658447,1,1.1356161117553711,0,0,1,1.1368803977966309,1.0
193,2025-04-14 00:45:00+00:00,1.1368803977966309,1.1361054182052612,1,1.1361576557159423,0,0,1,1.1384334564208984,1.0
194,2025-04-14 01:00:00+00:00,1.1384334564208984,1.1368803977966309,1,1.1369068622589111,0,1,1,1.1394712924957275,0.0
195,2025-04-14 01:15:00+00:00,1.1394712924957275,1.1377859115600586,1,1.1374250411987306,-1,1,1,1.1397310495376587,0.0
196,2025-04-14 01:30:00+00:00,1.1397310495376587,1.139211654663086,1,1.1381759643554688,-1,1,1,1.1388224363327026,0.0
197,2025-04-14 01:45:00+00:00,1.1388224363327026,1.1397310495376587,1,1.1386677265167235,0,0,1,1.140380859375,0.0
198,2025-04-14 02:00:00+00:00,1.140380859375,1.1388224363327026,1,1.1393678188323975,0,0,1,1.1390818357467651,0.0
199,2025-04-14 02:15:00+00:00,1.1390818357467651,1.1401208639144895,-1,1.139497494697571,0,0,1,1.1383039951324463,0.0
200,2025-04-14 02:30:00+00:00,1.1383039951324463,1.138952136039734,-1,1.1392640352249146,0,0,1,1.1376564502716064,1.0
201,2025-04-14 02:45:00+00:00,1.1376564502716064,1.1385631561279297,-1,1.1388491153717042,1,0,1,1.1371389627456665,1.0
202,2025-04-14 03:00:00+00:00,1.1371389627456665,1.1376564502716064,-1,1.138512420654297,0,0,1,1.1371389627456665,1.0
203,2025-04-14 03:15:00+00:00,1.1371389627456665,1.137268304824829,-1,1.1378640413284302,0,0,1,1.1366219520568848,1.0
204,2025-04-14 03:30:00+00:00,1.1366219520568848,1.137268304824829,-1,1.1373720645904541,0,0,1,1.1375269889831543,1.0
205,2025-04-14 03:45:00+00:00,1.1375269889831543,1.1366219520568848,1,1.1372166633605958,0,0,1,1.1375269889831543,1.0
206,2025-04-14 04:00:00+00:00,1.1375269889831543,1.1376564502716064,1,1.1371907711029052,0,0,1,1.1379153728485107,1.0
207,2025-04-14 04:15:00+00:00,1.1379153728485107,1.1377859115600586,1,1.137346053123474,-1,0,1,1.1373976469039917,1.0
208,2025-04-14 04:30:00+00:00,1.1373976469039917,1.138044834136963,-1,1.137397789955139,0,0,1,1.1370097398757937,1.0
209,2025-04-14 04:45:00+00:00,1.1370097398757937,1.1373976469039917,-1,1.137475347518921,1,0,1,1.1361054182052612,1.0
210,2025-04-14 05:00:00+00:00,1.1361054182052612,1.1375269889831543,-1,1.1371910333633424,0,0,1,1.1379153728485107,1.0
211,2025-04-14 05:15:00+00:00,1.1379153728485107,1.1362345218658447,1,1.1372687101364136,0,0,1,1.1370097398757937,1.0
212,2025-04-14 05:30:00+00:00,1.1370097398757937,1.138044834136963,-1,1.1370875835418701,0,0,1,1.1388224363327026,1.0
